,Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,TotalCharges,TenureinMonths,MonthlyCharge
3589,5088-QZLRL,male,50,No,0,Corona,92881,33.833686,-117.513063,0,1,Offer E,Yes,1.47,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,No,Bank Withdrawal,20.65,20.65,0.0,0,1.47,22.12,Joined,0,0,-0.997207351464867,-1.2789877528891658,-1.3763670454798127
3590,5089-IFSDP,female,39,Yes,0,Huntington Beach,92647,33.723579,-118.005441,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0.0,0,1623.42,7767.97,Churned,Dissatisfaction,Product dissatisfaction,1.705237048816784,1.043720473428519,1.4695562320882858
3591,5090-EMGTC,female,32,Yes,0,Beverly Hills,90210,34.099891,-118.414338,10,59,Offer B,Yes,45.75,No,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.05,6034.85,0.0,0,2699.25,8734.1,Stayed,0,0,1.6568270240432088,1.0844697405568993,1.1682985878412122
3592,5091-HFAZW,female,36,No,0,Santa Fe Springs,90670,33.933565,-118.062611,0,2,0,Yes,46.78,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0.0,10,93.56,272.06,Joined,0,0,-0.9319619352135171,-1.2382384857607853,0.8830652863732386
3593,5092-STPKP,female,45,No,0,Platina,96076,40.367964,-122.937379,0,24,0,Yes,30.18,No,Yes,DSL,4.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.35,1381.2,0.0,0,724.32,2105.52,Stayed,0,0,-0.39680389471292793,-0.34175460893641574,-0.23222897105209744
3594,5093-FEGLU,female,21,Yes,0,San Francisco,94105,37.789168,-122.395009,1,47,Offer B,Yes,45.9,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Bank Withdrawal,19.65,921.55,0.0,0,2157.3,3078.85,Stayed,0,0,-0.5996449875768645,0.5954785350163342,-1.408415731038012
3595,5095-AESKG,female,33,Yes,0,Sausalito,94965,37.848641,-122.515692,1,3,0,Yes,31.61,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,91.5,242.95,0.0,10,94.83,347.78,Churned,Competitor,Competitor offered higher download speeds,-0.8991075473886067,-1.1974892186324049,0.8942823263186082
3596,5095-ETBRJ,female,28,Yes,0,Lakeport,95453,39.080469,-122.955176,5,55,0,Yes,2.36,No,Yes,DSL,69.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,3112.05,0.0,0,129.8,3241.85,Stayed,0,0,0.36701097656640325,0.9214726720433777,-0.2178070625509079
3597,5099-BAILX,male,77,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,43,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,110.75,4687.9,0.0,0,624.36,5312.26,Churned,Competitor,Competitor made better offer,1.0624251747381301,0.43248146650281244,1.511219523313945
3598,5103-MHMHY,female,49,No,1,Los Osos,93402,35.279984,-120.824288,0,1,Offer E,Yes,46.17,No,Yes,Cable,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.95,45.95,0.0,0,46.17,92.12,Churned,Competitor,Competitor had better devices,-0.9860425964350453,-1.2789877528891658,-0.5655353008573702
3599,5108-ADXWO,male,30,No,0,San Francisco,94130,37.820894,-122.369725,0,11,0,Yes,38.88,No,Yes,Fiber Optic,30.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,791.75,0.0,0,427.68,1219.43,Churned,Competitor,Competitor made better offer,-0.6569250351211676,-0.8714950816053614,0.3174059862710206
3600,5110-CHOPY,female,61,No,0,Carlsbad,92009,33.098018,-117.258203,0,60,0,No,0.0,0,Yes,Cable,4.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0.0,0,0.0,3237.05,Stayed,0,0,0.4221728097176968,1.1252190076852797,-0.32036285633714556
3601,5115-GZDEL,male,20,No,3,Chula Vista,91911,32.607964,-117.059459,0,72,0,No,0.0,0,Yes,Cable,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,67.2,4671.7,0.0,0,0.0,4671.7,Stayed,0,0,1.0552762011617225,1.614210213225845,0.11549926725436509
3602,5115-SQAAU,female,55,Yes,1,Long Beach,90813,33.781086,-118.199049,5,69,0,Yes,20.98,Yes,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,Yes,Bank Withdrawal,25.6,1673.4,28.09,0,1447.62,3092.93,Stayed,0,0,-0.26785759353846417,1.4919624118407038,-1.2177260519667261
3603,5117-IFGPS,male,73,Yes,0,Tahoe City,96145,39.178337,-120.162806,7,29,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,2357.75,0.0,0,1065.75,3423.5,Stayed,0,0,0.034142410598237555,-0.1380082732945136,0.6635317902995731
3604,5117-ZSMHQ,female,22,Yes,1,Pioneer,95666,38.546999,-120.271114,9,71,Offer A,Yes,37.57,Yes,Yes,DSL,85.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,89.9,6342.7,0.0,150,2667.47,9160.17,Stayed,0,0,1.7926795867282144,1.5734609460974645,0.8430044294254895
3605,5118-MUEYH,female,22,Yes,0,Grand Terrace,92313,34.029175,-117.307211,4,48,Offer B,Yes,39.25,Yes,Yes,Fiber Optic,51.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,5083.55,0.0,0,1884.0,6967.55,Stayed,0,0,1.2370234090286045,0.6362278021447146,1.3301444499101185
3606,5119-KEPFY,male,50,Yes,0,San Jose,95131,37.387027,-121.897775,3,36,0,Yes,5.99,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,3440.25,0.0,0,215.64,3655.89,Stayed,0,0,0.5118438856884394,0.14723659660414945,1.0064527257723057
3607,5119-NZPTV,male,70,Yes,0,Sacramento,95823,38.475465,-121.443625,9,2,Offer E,Yes,34.99,No,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,141.65,0.0,0,69.98,211.63,Joined,0,0,-0.9438106969744149,-1.2382384857607853,0.2084404553731428
3608,5120-ZBLAI,female,40,Yes,0,King City,93930,36.220761,-120.980777,5,50,Offer B,Yes,9.47,Yes,Yes,DSL,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.7,3876.2,0.0,0,473.5,4349.7,Stayed,0,0,0.7042262949868906,0.7177263364014754,0.3879130944990592
3609,5122-CYFXA,female,53,No,0,Beverly Hills,90212,34.062095,-118.401508,0,3,Offer E,Yes,38.99,No,Yes,DSL,20.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.3,244.1,0.0,0,116.97,361.07,Joined,0,0,-0.8986000585236148,-1.1974892186324049,0.3750936202757793
3610,5124-EOGYE,male,59,No,0,Crestline,92325,34.248061,-117.29028,0,31,0,Yes,34.57,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Credit Card,20.45,638.55,0.0,0,1071.67,1710.22,Stayed,0,0,-0.724531377831393,-0.05650973903775272,-1.3827767825914528
3611,5125-CNDSP,male,48,No,0,Big Creek,93605,37.17277,-119.2997,0,63,Offer B,No,0.0,0,Yes,DSL,28.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0,0.0,2588.95,Stayed,0,0,0.13616973719486997,1.247466809070421,-0.7369957685937365
3612,5126-RCXYW,male,41,Yes,1,Alhambra,91803,34.074736,-118.145959,0,54,Offer B,No,0.0,0,Yes,DSL,19.0,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,46.0,2424.05,0.0,90,0.0,2514.05,Stayed,0,0,0.06340024690168372,0.8807234049149972,-0.5639328665794603
3613,5127-BZENZ,female,62,Yes,0,Mcarthur,96056,41.10831,-121.360362,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,5736.47,Stayed,0,0,0.5435729721170635,0.962221939171758,0.05140189613796647
3614,5129-HHMZC,female,64,Yes,0,Van Nuys,91401,34.178483,-118.431791,6,43,0,Yes,21.08,Yes,Yes,Cable,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,3574.5,0.0,0,906.44,4480.94,Stayed,0,0,0.5710876944929286,0.43248146650281244,0.7324364642497018
3615,5129-JLPIS,male,27,No,0,Los Angeles,90016,34.028331,-118.354338,0,25,0,Yes,10.4,No,Yes,Fiber Optic,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,2686.05,0.0,0,260.0,2946.05,Stayed,0,0,0.17901944918679494,-0.3010053418080353,1.3429639241333984
3616,5130-IEKQT,male,73,No,0,San Francisco,94109,37.794487,-122.42227,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,Churned,Price,Price too high,0.16542757349831613,-0.3010053418080353,1.3573858326345882
3617,5130-YPIRV,female,22,Yes,0,San Diego,92119,32.802959,-117.027095,1,62,Offer B,Yes,6.41,No,Yes,Cable,59.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,72.0,4284.2,0.0,0,397.42,4681.62,Stayed,0,0,0.8842745183927126,1.2067175419420406,0.2693329579337217
3618,5131-PONJI,male,62,Yes,3,Upper Lake,95485,39.220368,-122.907693,10,49,Offer B,Yes,11.74,No,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.4,4494.65,0.0,0,575.26,5069.91,Stayed,0,0,0.9771449806862303,0.6769770692730951,0.8590287722045891
3619,5133-POWUA,male,34,No,0,Somerset,95684,38.606703,-120.586659,0,1,0,Yes,13.62,No,Yes,Cable,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,45.8,0.0,0,13.62,59.42,Joined,0,0,-0.9861087906348267,-1.2789877528891658,-0.5703426036911002
3620,5133-VRSAB,male,47,No,0,Olema,94950,38.052209,-122.775567,0,8,Offer E,No,0.0,0,Yes,Cable,8.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.35,216.45,0.0,10,0.0,226.45,Stayed,0,0,-0.910801856016681,-0.9937428829905026,-1.0975434811234788
3621,5134-IKDAY,female,34,Yes,0,Twain,95984,40.022184,-121.062384,1,1,0,Yes,11.08,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0.0,0,11.08,80.88,Churned,Dissatisfaction,Service dissatisfaction,-0.9755177186697784,-1.2789877528891658,0.1988258497056831
3622,5135-GRQJV,male,75,Yes,0,Cantua Creek,93608,36.488056,-120.407691,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,0.0,0,403.2,8735.15,Stayed,0,0,2.6705249994979,1.614210213225845,1.6314020941571923
3623,5135-RDDQL,female,37,Yes,1,Corning,96021,39.913777,-122.289984,6,63,Offer B,Yes,25.32,No,Yes,DSL,11.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.65,3221.25,37.04,0,1595.16,4779.37,Stayed,0,0,0.41520035400737315,1.247466809070421,-0.4149064787338336
3624,5136-GFPMB,male,44,No,0,Spring Valley,91978,32.730264,-116.950963,0,54,Offer B,Yes,35.32,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.4,4869.5,0.0,0,1907.28,6776.78,Stayed,0,0,1.1425642859403295,0.8807234049149972,0.8269800866463898
3625,5136-KCKGI,female,22,Yes,0,Templeton,93465,35.536115,-120.739231,1,33,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,103.7,3467.0,0.0,0,1373.13,4840.13,Churned,Competitor,Competitor had better devices,0.5236485179828162,0.024988795219008143,1.2852762901286399
3626,5136-RGMZO,male,39,No,0,Gardena,90247,33.890853,-118.297967,0,31,0,Yes,6.4,Yes,Yes,Cable,24.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0.0,0,198.4,2366.55,Stayed,0,0,-0.049527057925644415,-0.05650973903775272,0.23888670665343223
3627,5138-WVKYJ,male,51,No,0,San Diego,92129,32.961064,-117.134917,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0,275.7,1284.25,Churned,Competitor,Competitor made better offer,-0.5612523517035641,-0.9122443487337418,1.1202255595039132
3628,5140-FOMCQ,female,52,Yes,0,Oakland,94602,37.803883,-122.208417,7,59,Offer B,Yes,40.47,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75,0.0,0,2387.73,8945.48,Stayed,0,0,1.8875800044816997,1.0844697405568993,1.459941626420826
3629,5141-ZUVBH,female,46,No,1,Boron,93516,34.95703,-117.73045,0,9,0,Yes,42.1,No,Yes,Fiber Optic,16.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,870.25,0.0,0,378.9,1249.15,Stayed,0,0,-0.6222834039021553,-0.9529936158621222,0.9423553546559071
3630,5143-EGQFK,female,76,No,0,San Diego,92126,32.886925,-117.152162,0,10,0,No,0.0,0,Yes,Cable,20.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0.0,110,0.0,401.4,Churned,Other,Don't know,-0.8777268208591653,-0.9122443487337418,-1.087928875456019
3631,5143-WMWOG,male,62,No,0,Stratford,93266,36.175255,-119.813805,0,1,0,Yes,17.61,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0.0,0,17.61,37.56,Churned,Attitude,Attitude of support person,-0.9975162577305144,-1.2789877528891658,-1.3988011253705523
3632,5144-PQCDZ,male,55,No,0,Fairfield,94533,38.287136,-122.02711,0,4,0,Yes,34.86,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,Yes,Credit Card,19.95,59.25,0.0,0,139.44,198.69,Stayed,0,0,-0.9801733773877477,-1.1567399515040244,-1.3988011253705523
3633,5144-TVGLP,male,68,No,0,Los Angeles,90002,33.949255,-118.246978,0,38,0,Yes,46.96,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0,1784.48,5391.66,Stayed,0,0,0.6057293257119409,0.2287351308609103,0.9984405543827559
3634,5146-CBVOE,female,44,No,0,San Francisco,94134,37.721052,-122.413573,0,16,0,Yes,38.02,No,Yes,Fiber Optic,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,0.0,0,608.32,1821.17,Stayed,0,0,-0.4710958516010901,-0.6677487459634592,0.36868388316413936
3635,5146-YYFRZ,male,32,No,0,Hacienda Heights,91745,33.998471,-117.973758,0,67,Offer A,Yes,15.32,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Bank Withdrawal,19.95,1311.75,0.0,0,1026.44,2338.19,Stayed,0,0,-0.4274518092117866,1.4104638775839429,-1.3988011253705523
3636,5148-HKFIR,female,49,No,0,Piru,93040,34.432843,-118.730106,0,20,0,Yes,15.87,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Credit Card,19.7,406.95,0.0,0,317.4,724.35,Stayed,0,0,-0.8267352222941096,-0.5047516774499374,-1.4068132967601021
3637,5148-ORICT,female,23,Yes,0,Olivehurst,95961,39.082568,-121.55325,2,64,0,Yes,18.03,No,Yes,Cable,42.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,74.35,4759.55,0.0,0,1153.92,5913.47,Stayed,0,0,1.0940439375004518,1.2882160761988015,0.34464736899548987
3638,5149-CUZUJ,male,35,Yes,0,Helendale,92342,34.757783,-117.33997,1,28,0,Yes,27.34,No,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0.0,0,765.52,3533.87,Stayed,0,0,0.21533800013360646,-0.17875754042289402,0.9391504861000873
3639,5149-QYTTU,female,35,Yes,1,Long Beach,90814,33.771612,-118.143866,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0.0,0,2451.63,9222.48,Stayed,0,0,1.981619897638025,1.5734609460974645,1.0112600286060358
3640,5149-TGWDZ,female,48,No,0,San Francisco,94118,37.781304,-122.461522,0,21,0,Yes,36.31,No,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.55,2239.4,0.0,0,762.51,3001.91,Stayed,0,0,-0.01808481302940711,-0.46400241032155704,1.312517672853109
3641,5150-ITWWB,male,65,No,0,Hamilton City,95951,39.732767,-122.042298,0,3,Offer E,Yes,37.78,Yes,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.85,335.75,0.0,0,113.34,449.09,Joined,0,0,-0.8581554024570864,-1.1974892186324049,1.0016454229385756
3642,5150-LJNSR,male,27,Yes,3,Tustin,92782,33.738543,-117.785046,3,31,Offer C,Yes,36.49,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,3082.1,0.0,0,1131.19,4213.29,Stayed,0,0,0.3537942013433532,-0.05650973903775272,1.1042012167248136
3643,5151-HQRDG,male,57,Yes,0,Placerville,95667,38.733714,-120.795213,6,37,0,Yes,27.41,Yes,Yes,DSL,10.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.05,2030.75,0.0,0,1014.17,3044.92,Stayed,0,0,-0.11016094492554629,0.18798586373252987,-0.2738922622777567
3644,5153-LXKDT,male,51,Yes,3,Danville,94506,37.791481,-121.903253,1,68,0,Yes,18.47,Yes,Yes,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0.0,0,1255.96,8723.46,Stayed,0,0,2.289047826156814,1.4512131447123233,1.4935927462569354
3645,5153-RTHKF,female,26,No,0,Palm Springs,92264,33.745746,-116.514215,0,34,0,Yes,23.54,Yes,Yes,Fiber Optic,76.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.35,2896.6,0.0,0,800.36,3696.96,Stayed,0,0,0.2719340409468336,0.06573806234738858,0.6971829101356822
3646,5154-VEKBL,female,30,No,0,Bodfish,93205,35.523991,-118.400432,0,9,Offer E,No,0.0,0,Yes,Cable,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,0.0,0,0.0,539.85,Churned,Competitor,Competitor offered higher download speeds,-0.7680871612876544,-0.9529936158621222,-0.16332429710196897
3647,5155-AZQPB,female,33,Yes,1,San Diego,92114,32.707892,-117.05512,6,28,Offer C,Yes,41.41,Yes,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,1410.25,0.0,0,1159.48,2569.73,Stayed,0,0,-0.3839842846885673,-0.17875754042289402,-0.43894299290248306
3648,5156-UMKOW,female,44,No,3,San Simeon,93452,35.746484,-121.223355,0,3,0,No,0.0,0,Yes,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.65,90.05,0.0,0,0.0,90.05,Joined,0,0,-0.9665815016992688,-1.1974892186324049,-1.087928875456019
3649,5158-RIVOP,female,32,Yes,1,Fields Landing,95537,40.726949,-124.217378,3,11,Offer D,Yes,2.52,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Credit Card,20.9,202.3,0.0,0,27.72,230.02,Stayed,0,0,-0.9170461755294073,-0.8714950816053614,-1.368354874090263
3650,5159-YFPKQ,female,37,No,0,Moreno Valley,92551,33.88274,-117.224878,0,2,Offer E,Yes,24.31,No,Yes,Fiber Optic,16.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0.0,0,48.62,209.37,Churned,Competitor,Competitor had better devices,-0.9353819688688974,-1.2382384857607853,0.39111796305487895
3651,5160-UXJED,male,27,No,0,San Diego,92101,32.72523,-117.171346,0,17,0,Yes,13.02,No,Yes,Cable,73.0,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0,221.34,902.74,Stayed,0,0,-0.7056219014271295,-0.6269994788350788,-0.6088010263609394
3652,5161-UBZXI,male,38,Yes,2,Alamo,94507,37.855717,-121.994813,1,69,0,Yes,42.9,No,Yes,Fiber Optic,24.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0.0,0,2960.1,10221.85,Stayed,0,0,2.198251448789785,1.4919624118407038,1.3702053068578677
3653,5161-XEUVX,male,23,Yes,0,Lynwood,90262,33.923573,-118.200669,8,37,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,58.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,94.3,3460.95,0.0,0,485.81,3946.76,Stayed,0,0,0.5209786852582935,0.18798586373252987,0.9840186458815662
3654,5167-GBFRE,male,73,No,0,Oakland,94602,37.803883,-122.208417,0,4,Offer E,No,0.0,0,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0.0,0,0.0,102.5,Churned,Dissatisfaction,Poor expertise of online support,-0.9610873831174,-1.1567399515040244,-1.230545526190006
3655,5167-ZFFMM,male,64,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0,8.56,99.41,Churned,Competitor,Competitor made better offer,-0.9662284659671007,-1.2789877528891658,0.8734506807057785
3656,5168-MQQCA,female,50,Yes,0,Yucaipa,92399,34.04597,-117.011825,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0,2767.68,10771.48,Stayed,0,0,2.5257141551091236,1.614210213225845,1.4391099808079963
3657,5168-MSWXT,male,26,Yes,3,Essex,92332,34.9436,-115.287901,4,8,0,Yes,22.14,No,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0,177.12,936.67,Stayed,0,0,-0.6711347233409408,-0.9937428829905026,0.9984405543827559
3658,5170-PTRKA,female,19,Yes,0,Atherton,94027,37.454924,-122.203168,1,49,0,No,0.0,0,Yes,Cable,82.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.8,1782.0,0.0,0,0.0,1782.0,Stayed,0,0,-0.21993299289662038,0.6769770692730951,-0.8908294592730933
3659,5171-EPLKN,male,27,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,0,27,0,Yes,47.65,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Credit Card,19.85,470.0,0.0,0,1286.55,1756.55,Stayed,0,0,-0.7989115936525971,-0.21950680755127444,-1.4020059939263723
3660,5172-MIGPM,male,22,No,0,Orange,92865,33.828779,-117.848299,0,4,0,Yes,13.31,Yes,Yes,Cable,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.55,237.2,0.0,0,53.24,290.44,Stayed,0,0,-0.9016449917135662,-1.1567399515040244,0.06261893608333605
3661,5172-RKOCB,male,28,Yes,0,Piercy,95587,39.955587,-123.681175,0,72,0,Yes,21.26,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0,1530.72,9405.72,Stayed,0,0,2.4688754022300308,1.614210213225845,1.4535318893091862
3662,5173-WXOQV,male,38,Yes,0,Dos Palos,93620,37.045728,-120.630682,2,2,Offer E,Yes,4.41,No,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,64.2,143.65,0.0,30,8.82,182.47,Joined,0,0,-0.9429281076439943,-1.2382384857607853,0.019353210579767164
3663,5173-ZXXXL,male,47,No,0,Orange,92869,33.792791,-117.789749,0,2,0,Yes,31.45,No,No,0,0.0,0,0,0,0,0,0,0,0,One Year,No,Credit Card,19.95,47.7,0.0,0,62.9,110.6,Joined,0,0,-0.9852703307709273,-1.2382384857607853,-1.3988011253705523
3664,5174-ITUMV,male,37,Yes,2,San Jacinto,92583,33.796568,-116.924723,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0.0,0,2611.66,9601.11,Stayed,0,0,2.078086911453007,1.4104638775839429,1.3397590555775787
3665,5174-RNGBH,female,27,No,0,Live Oak,95953,39.258746,-121.77697,0,9,0,Yes,24.81,No,Yes,Cable,69.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0.0,10,223.29,853.84,Churned,Dissatisfaction,Network reliability,-0.7324746818051793,-0.9529936158621222,0.08505301597407565
3666,5175-AOBHI,female,48,No,0,Hamilton City,95951,39.732767,-122.042298,0,4,0,Yes,15.07,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.0,193.6,0.0,0,60.28,253.88,Churned,Dissatisfaction,Lack of self-service on Website,-0.9208854391167374,-1.1567399515040244,-0.5639328665794603
